k,Good points,Perimeter,circle perimeter,Naive perimeter,Configs computed,Max angle of sol,Longest edge len,Running time in seconds
861,596,102.5289587414337,102.63619420847212,104.01752303801148,117188,0.3217505543966423,8,0.101288153
862,597,102.58030842444069,102.69581921160511,104.07791057461525,117172,0.3217505543966423,8,0.100412976
863,598,102.65409874177209,102.75544421473812,104.1382630937926,117255,0.46364760900080615,9,0.100383434
864,599,102.707104326307,102.81506921787113,104.19858065639053,117754,0.3217505543966423,8,0.100675508
865,602,102.758454009314,102.87469422100413,104.25886332308005,118734,0.3217505543966423,8,0.100909825
866,599,102.8322443266454,102.93431922413713,104.31911115435678,117051,0.46364760900080615,9,0.100540226
867,602,102.88524991118031,102.99394422727013,104.37932421054182,118085,0.3217505543966423,8,0.101432583
868,603,102.9365995941873,103.05356923040313,104.4395025517824,118438,0.3217505543966423,8,0.100737038
869,604,103.0103899115187,103.11319423353613,104.4996462380525,117781,0.46364760900080615,9,0.096844386
870,605,103.07001491465172,103.15792449794503,104.55975532915367,118305,0.3217505543966423,8,0.100966326
871,606,103.1147451790606,103.20265476235392,104.61982988471564,118831,0.3217505543966423,8,0.101347238
872,606,103.188535496392,103.24738502676281,104.67986996419702,119134,0.46364760900080615,9,0.10128927
873,606,103.24816049952503,103.2921152911717,104.73987562688605,119412,0.3217505543966423,8,0.102455892
874,606,103.29289076393391,103.3368455555806,104.79984693190117,119698,0.3217505543966423,8,0.10159224
875,606,103.36668108126531,103.38157581998948,104.85978393819184,119996,0.46364760900080615,9,0.09967853
876,607,103.42630608439833,103.42630608439838,104.91968670453909,120538,0.3217505543966423,8,0.102062898
877,608,103.47103634880722,103.47103634880726,104.97955528955623,121113,0.3217505543966423,8,0.102631473
878,609,103.54482666613862,103.54482666613866,105.0393897516896,121621,0.46364760900080615,9,0.102471467
879,610,103.61861698347003,103.61861698347008,105.0991901492191,122181,0.46364760900080615,9,0.102868234
880,610,103.69240730080143,103.69240730080148,105.15895654025896,122456,0.46364760900080615,9,0.104117408
881,610,103.76502671893348,103.76619761813288,105.21868898275834,122740,0.3217505543966423,9,0.104070684
882,610,103.81637640194047,103.83998793546431,105.27838753450202,123039,0.3217505543966423,9,0.104505165
883,610,103.8786772015608,103.91377825279571,105.33805225311103,123312,0.3217505543966423,9,0.104955987
884,611,103.94317230380679,103.98756857012711,105.3976831960433,123859,0.3217505543966423,9,0.103872894
885,612,103.99452198681378,104.06135888745851,105.45728042059433,124409,0.3217505543966423,9,0.104245007
886,608,104.04587166982077,104.20139362652102,105.51684398389779,122271,0.32175055439664263,7,0.103727626
887,605,104.11966198715217,104.34142836558354,105.5763739429262,120304,0.46364760900080615,8,0.102375157
888,603,104.17266757168709,104.48146310464602,105.63587035449154,120220,0.3217505543966423,9,0.10265878
889,600,104.22401725469408,104.62149784370854,105.6953332752459,118254,0.3217505543966423,8,0.100328469
890,592,104.28851235694005,104.81953687089413,105.7547627616821,114400,0.3217505543966423,6,0.098888769
891,595,104.35081315656039,104.90412730059893,105.8141588701343,115376,0.3217505543966423,9,0.098653545
892,598,104.40216283956738,104.98871773030375,105.87352165677866,116382,0.3217505543966423,9,0.098806846
893,599,104.46665794181335,105.07330816000855,105.93285117763394,116836,0.32175055439664263,7,0.100150445
894,603,104.5289587414337,105.15789858971337,105.9921474885621,118040,0.3217505543966423,9,0.100395936
895,611,104.58030842444069,105.35593761689896,106.05141064526893,117818,0.3217505543966423,9,0.101432026
896,606,104.64480352668666,105.55397664408451,106.11064070330467,114587,0.3217505543966423,8,0.102213266
897,606,104.707104326307,105.63856707378932,106.16983771806463,114889,0.3217505543966423,9,0.102833663
898,607,104.758454009314,105.72315750349414,106.22900174478973,115458,0.3217505543966423,9,0.103402517
899,609,104.82294911155996,105.80774793319894,106.28813283856715,114787,0.3217505543966423,8,0.101634844
900,610,104.87429879456695,105.89233836290376,106.34723105433096,114647,0.32175055439664263,7,0.101474559
901,602,104.9365995941873,106.09037739008933,106.40629644686264,111321,0.3217505543966423,9,0.097400949
902,603,105.00109469643327,106.11446350211419,106.46532907079175,111837,0.3217505543966423,8,0.100484774
903,604,105.05244437944026,106.13854961413907,106.52432898059641,112358,0.3217505543966423,8,0.101560463
904,603,105.1147451790606,106.15831445197615,106.58329623060403,112037,0.3217505543966423,9,0.101400597
905,603,105.17924028130658,106.17807928981324,106.64223087499178,111938,0.3217505543966423,8,0.096453627
906,604,105.23058996431357,106.19784412765031,106.70113296778723,112472,0.3217505543966423,9,0.101339277
907,603,105.29289076393391,106.2176089654874,106.76000256286888,112450,0.3217505543966423,9,0.101394452
908,603,105.35738586617988,106.24169507751229,106.81883971396678,112770,0.3217505543966423,8,0.100331892
909,603,105.40873554918687,106.26578118953717,106.87764447466313,113073,0.3217505543966423,9,0.101308617
910,603,105.46008523219386,106.28986730156203,106.9364168983927,113377,0.32175055439664263,7,0.100769375
911,603,105.53387554952526,106.3139534135869,106.9951570384436,113687,0.46364760900080615,8,0.100745211
912,604,105.58688113406018,106.33371825142399,107.05386494795769,114231,0.3217505543966423,9,0.100678791
913,603,105.63823081706717,106.35348308926108,107.11254067993124,114121,0.3217505543966423,8,0.097261267
914,603,105.70272591931314,106.37324792709816,107.1711842872154,114420,0.3217505543966423,6,0.101202598
915,604,105.76502671893348,106.39301276493525,107.2297958225168,115014,0.3217505543966423,9,0.103103737
916,605,105.81637640194047,106.41709887696013,107.28837533839815,115532,0.3217505543966423,9,0.102983611
917,606,105.88087150418644,106.441184988985,107.34692288727871,116084,0.32175055439664263,7,0.102920475
918,606,105.94317230380679,106.49088919429153,107.40543852143485,116110,0.3217505543966423,9,0.102664997
919,606,105.99452198681378,106.54059339959805,107.46392229300064,116169,0.3217505543966423,9,0.10257609
920,606,106.04587166982077,106.59029760490459,107.52237425396837,116087,0.32175055439664263,7,0.102557233
921,609,106.11966198715217,106.64000181021112,107.58079445618905,116771,0.46364760900080615,8,0.103113445
922,610,106.17266757168709,106.68970601551766,107.63918295137304,117333,0.3217505543966423,9,0.103053592
923,613,106.22401725469408,106.73941022082418,107.69753979109048,117701,0.3217505543966423,8,0.098564569
924,613,106.28851235694005,106.78911442613072,107.75586502677187,118189,0.32175055439664263,7,0.102921523
925,613,106.35081315656039,106.83881863143726,107.8141587097086,118366,0.3217505543966423,9,0.103203122
926,614,106.40216283956738,106.86290474346214,107.8724208910535,118899,0.3217505543966423,9,0.103397279
927,615,106.46665794181335,106.88699085548701,107.93065162182128,119427,0.3217505543966423,8,0.103807525
928,615,106.5289587414337,106.91107696751189,107.98885095288917,119740,0.3217505543966423,9,0.103875061
929,615,106.58030842444069,106.93516307953676,108.04701893499733,120049,0.3217505543966423,9,0.103863328
930,615,106.64480352668666,106.95924919156164,108.10515561874942,120354,0.3217505543966423,9,0.104187319
931,615,106.707104326307,106.98333530358651,108.16326105461313,120669,0.3217505543966423,9,0.104705818
932,616,106.758454009314,107.00742141561139,108.22133529292063,121242,0.3217505543966423,9,0.101601111
933,617,106.82294911155996,107.03150752763626,108.27937838386914,121833,0.3217505543966423,9,0.104741158
934,618,106.87429879456695,107.07623779204515,108.3373903775214,122362,0.3217505543966423,8,0.105668924
935,619,106.9365995941873,107.12096805645405,108.3953713238062,122927,0.3217505543966423,9,0.106709834
936,619,107.00109469643327,107.16569832086296,108.45332127251883,123216,0.3217505543966423,9,0.105977272
937,620,107.05244437944026,107.21042858527184,108.51124027332166,123766,0.3217505543966423,9,0.106538653
938,621,107.1147451790606,107.25515884968075,108.56912837574455,124080,0.3217505543966423,9,0.106644182
939,622,107.17924028130658,107.29988911408964,108.62698562918546,124660,0.3217505543966423,9,0.106853915
940,623,107.23058996431357,107.34461937849855,108.68481208291075,125208,0.3217505543966423,10,0.107722038
941,624,107.29289076393391,107.38934964290743,108.74260778605588,125811,0.3217505543966423,9,0.107714285
942,625,107.35738586617988,107.42852167745815,108.80037278762579,126371,0.3217505543966423,9,0.10949432
943,626,107.40873554918687,107.46769371200888,108.85810713649535,126906,0.3217505543966423,10,0.109379431
944,626,107.46008523219386,107.5068657465596,108.91581088140995,127211,0.3217505543966423,8,0.108527931
945,626,107.5238048616776,107.54603778111034,108.9734840709859,127515,0.3217505543966423,6,0.108416046
946,626,107.56853512608647,107.58520981566106,109.03112675371092,127813,0.3217505543966423,6,0.107702901
947,626,107.61326539049537,107.62438185021178,109.08873897794463,128113,0.3217505543966423,6,0.108330841
948,627,107.65799565490425,107.66355388476249,109.14632079191902,128675,0.3217505543966423,6,0.109208601
949,628,107.70272591931314,107.70272591931321,109.20387224373893,129278,0.3217505543966423,6,0.110918655
950,629,107.77651623664455,107.77651623664464,109.26139338138249,129811,0.46364760900080615,7,0.10989828
951,630,107.83614123977756,107.85030655397604,109.31888425270161,130353,0.32175055439664263,7,0.110395198
952,631,107.88087150418644,107.90993155710903,109.37634490542246,130303,0.32175055439664263,7,0.10920462
953,632,107.95466182151786,107.96955656024204,109.43377538714587,130354,0.46364760900080615,8,0.108996145
954,633,108.01428682465087,108.06379984615575,109.49117574534786,130889,0.3217505543966423,8,0.110357693
955,636,108.05901708905975,108.15804313206944,109.54854602738007,131914,0.3217505543966423,8,0.110835126
956,636,108.13280740639117,108.19721516662015,109.60588628047022,132230,0.46364760900080615,9,0.110552829
957,636,108.19243240952417,108.23638720117088,109.66319655172254,132555,0.3217505543966423,8,0.110713114
958,636,108.23716267393306,108.31017751850229,109.72047688811823,132863,0.3217505543966423,8,0.110098164
959,636,108.28851235694005,108.38396783583369,109.77772733651597,133161,0.32175055439664263,7,0.110908878
960,633,108.36230267427145,108.44359283896668,109.83494794365227,131379,0.46364760900080615,8,0.110807399
961,636,108.41530825880636,108.50321784209969,109.89213875614199,132457,0.3217505543966423,8,0.110243713
962,636,108.46665794181335,108.59746112801339,109.94929982047873,132320,0.3217505543966423,8,0.109370073
963,637,108.54044825914475,108.69170441392707,110.0064311830353,131535,0.46364760900080615,9,0.109398987
964,638,108.59345384367967,108.73087644847779,110.0635328900642,132100,0.3217505543966423,8,0.110635031
965,639,108.64480352668666,108.77004848302852,110.12060498769793,132718,0.3217505543966423,9,0.110228278
966,640,108.71859384401806,108.81477874743742,110.17764752194957,133294,0.46364760900080615,10,0.106574552
967,641,108.77159942855297,108.8595090118463,110.23466053871313,133854,0.3217505543966423,8,0.111468164
968,641,108.82294911155996,108.9042392762552,110.29164408376403,134170,0.3217505543966423,9,0.110935348
969,641,108.87429879456695,108.94896954066408,110.34859820275942,134470,0.3217505543966423,8,0.111476195
970,641,108.94808911189835,108.99369980507298,110.40552294123876,134787,0.46364760900080615,9,0.112218814
971,641,109.00109469643327,109.03843006948186,110.46241834462414,135090,0.3217505543966423,9,0.111529484
972,642,109.05244437944026,109.08316033389075,110.51928445822075,135665,0.3217505543966423,9,0.111727763
973,643,109.11693948168623,109.12789059829963,110.57612132721728,136280,0.32175055439664263,7,0.107395601
974,638,109.17924028130658,109.24816049952504,110.6329289966863,133647,0.3217505543966423,9,0.109926287
975,634,109.23058996431357,109.36843040075047,110.6897075115848,131074,0.3217505543966423,10,0.104598544
976,635,109.29508506655954,109.38819523858756,110.74645691675447,131647,0.3217505543966423,8,0.109019403
977,636,109.35738586617988,109.40796007642464,110.80317725692215,132212,0.3217505543966423,9,0.109171795
978,636,109.40873554918687,109.52822997765007,110.85986857670034,132445,0.3217505543966423,10,0.110339396
979,632,109.46008523219386,109.6484998788755,110.91653092058745,129841,0.3217505543966423,8,0.10834481
980,631,109.5238048616776,109.66826471671257,110.97316433296831,130080,0.32175055439664263,7,0.108087027
981,632,109.56853512608647,109.68802955454966,111.02976885811456,130699,0.32175055439664263,7,0.105334737
982,633,109.61326539049537,109.76181987188106,111.08634454018508,131236,0.32175055439664263,7,0.109229903
983,634,109.65799565490425,109.83561018921247,111.14289142322629,131786,0.32175055439664263,7,0.109113828
984,634,109.70272591931314,109.90940050654388,111.19940955117265,132089,0.32175055439664263,7,0.110257403
985,634,109.77651623664455,109.9831908238753,111.25589896784702,132394,0.46364760900080615,8,0.11014468
986,634,109.83614123977756,110.05698114120673,111.3123597169611,132699,0.3217505543966423,8,0.111034802
987,634,109.88087150418644,110.13077145853813,111.36879184211573,132999,0.3217505543966423,8,0.106164796
988,635,109.95466182151786,110.20456177586954,111.42519538680138,133556,0.46364760900080615,9,0.11029372
989,636,110.01428682465087,110.27835209320094,111.48157039439846,134125,0.3217505543966423,9,0.111623281
990,637,110.05901708905975,110.32308235760985,111.53791690817783,134674,0.3217505543966423,9,0.111156465
991,638,110.13280740639117,110.36781262201873,111.594234971301,135244,0.46364760900080615,10,0.11079008
992,638,110.19243240952417,110.41254288642762,111.65052462682071,135540,0.3217505543966423,9,0.111645351
993,639,110.23716267393306,110.45727315083653,111.7067859176812,136102,0.3217505543966423,9,0.112146878
994,640,110.28851235694005,110.50200341524544,111.7630188867186,136404,0.3217505543966423,8,0.112546299
995,641,110.36230267427145,110.54673367965432,111.81922357666134,137021,0.46364760900080615,9,0.113274809
996,642,110.41530825880636,110.59146394406321,111.87540003013055,137591,0.3217505543966423,9,0.112805618
997,643,110.46665794181335,110.63619420847212,111.93154828964038,138191,0.3217505543966423,9,0.113304142
998,644,110.53115304405932,110.69581921160511,111.98766839759838,138121,0.32175055439664263,7,0.112795491
999,645,110.59345384367967,110.75544421473812,112.04376039630593,137984,0.3217505543966423,9,0.112117266
1000,646,110.64480352668666,110.81506921787113,112.09982432795857,138493,0.3217505543966423,10,0.112845037
1001,649,110.70929862893263,110.87469422100413,112.15586023464637,139556,0.3217505543966423,8,0.113755733
1002,649,110.77159942855297,110.93431922413713,112.21186815835432,139869,0.3217505543966423,9,0.113240168
1003,652,110.82294911155996,110.99394422727013,112.26784814096264,141001,0.3217505543966423,10,0.113999968
1004,653,110.87429879456695,111.05356923040314,112.32380022424726,140390,0.3217505543966423,9,0.112906049
1005,654,110.9380184240507,111.11319423353615,112.37972444988006,139273,0.32175055439664263,7,0.11223837
1006,646,110.98274868845957,111.3112332607217,112.43562085942928,135625,0.32175055439664263,7,0.110794201
1007,656,111.02747895286846,111.50927228790728,112.49148949435991,135502,0.32175055439664263,7,0.113538738
1008,646,111.07220921727735,111.70731131509284,112.54733039603404,130971,0.32175055439664263,7,0.108394886
1009,638,111.11693948168623,111.90535034227841,112.60314360571114,127416,0.32175055439664263,7,0.111867725
1010,639,111.19072979901765,111.92943645430327,112.65892916454854,127959,0.46364760900080615,8,0.111306623
1011,640,111.25035480215065,111.95352256632815,112.71468711360167,128506,0.3217505543966423,8,0.111642838
1012,640,111.29508506655954,112.00322677163469,112.77041749382452,128527,0.3217505543966423,8,0.111149482
1013,640,111.36887538389095,112.05293097694121,112.82612034606987,128596,0.46364760900080615,9,0.111111279
1014,641,111.42850038702396,112.09766124135011,112.88179571108975,129153,0.3217505543966423,9,0.111910188
1015,642,111.47323065143284,112.142391505759,112.93744362953574,129714,0.3217505543966423,9,0.111811084
1016,643,111.5238048616776,112.1871217701679,112.99306414195927,130289,0.32175055439664263,7,0.113230251
1017,645,111.56853512608647,112.23185203457679,113.04865728881205,131107,0.32175055439664263,7,0.112636533
1018,644,111.61326539049537,112.28938536861362,113.1042231104464,130747,0.32175055439664263,7,0.113092875
1019,646,111.65799565490425,112.34691870265048,113.15976164711553,131199,0.32175055439664263,7,0.112106301
1020,646,111.70272591931314,112.36317568594505,113.2152729389739,131525,0.32175055439664263,7,0.112164549
1021,646,111.77651623664455,112.37943266923959,113.27075702607763,131862,0.46364760900080615,8,0.112400681
1022,646,111.83614123977756,112.40351878126448,113.32621394838475,132168,0.3217505543966423,8,0.112715594
1023,646,111.88087150418644,112.42760489328934,113.38164374575557,132488,0.3217505543966423,8,0.11277894
1024,647,111.95466182151786,112.47730909859588,113.43704645795302,133082,0.46364760900080615,9,0.11312116
1025,650,112.01428682465087,112.52701330390242,113.49242212464299,133487,0.3217505543966423,9,0.112992304
1026,651,112.05901708905975,112.5717435683113,113.5477707853946,133813,0.3217505543966423,9,0.113990679
1027,652,112.13280740639118,112.61647383272019,113.60309247968064,134416,0.46364760900080615,10,0.114206418
1028,653,112.19243240952417,112.66120409712907,113.65838724687778,135012,0.3217505543966423,9,0.114832821
1029,654,112.23716267393306,112.70593436153796,113.713655126267,135639,0.3217505543966423,9,0.114529013
1030,654,112.28851235694005,112.76346769557482,113.76889615703384,136130,0.3217505543966423,8,0.114598853
1031,654,112.36230267427145,112.82100102961165,113.82411037826874,136308,0.46364760900080615,9,0.114332202
1032,655,112.41530825880636,112.83725801290622,113.87929782896742,136885,0.3217505543966423,9,0.116615999
1033,656,112.46665794181335,112.85351499620079,113.93445854803113,137486,0.3217505543966423,9,0.115762333
1034,657,112.53115304405932,112.87760110822568,113.989592574267,138052,0.3217505543966423,8,0.116386082
1035,658,112.59345384367967,112.90168722025052,114.04469994638832,138626,0.3217505543966423,9,0.115940357
1036,658,112.64480352668667,112.92577333227541,114.09978070301494,138961,0.3217505543966423,10,0.112052735
1037,658,112.70929862893263,112.9498594443003,114.15483488267355,139283,0.3217505543966423,9,0.118381437
1038,658,112.77159942855297,112.97394555632516,114.20986252379792,139609,0.3217505543966423,9,0.11279214
1039,658,112.82294911155998,112.99803166835002,114.26486366472932,139941,0.3217505543966423,10,0.116795141
1040,659,112.87429879456697,113.02211778037491,114.31983834371678,140564,0.3217505543966423,9,0.117359455
1041,660,112.93801842405071,113.04620389239977,114.37478659891741,141189,0.3217505543966423,8,0.117252529
1042,661,112.98274868845957,113.08537592695049,114.4297084683967,141749,0.3217505543966423,8,0.117725212
1043,662,113.02747895286848,113.12454796150122,114.4846039901288,142324,0.3217505543966423,8,0.118850209
1044,662,113.07220921727736,113.16371999605194,114.53947320199694,142640,0.3217505543966423,8,0.119196131
1045,662,113.11693948168625,113.20289203060268,114.5943161417936,142961,0.3217505543966423,8,0.119292512
1046,662,113.19072979901765,113.2420640651534,114.64913284722084,143269,0.46364760900080615,9,0.119704573
1047,662,113.25035480215067,113.28123609970412,114.70392335589072,143593,0.3217505543966423,9,0.119446372
1048,663,113.29508506655955,113.32040813425483,114.75868770532544,144207,0.3217505543966423,9,0.115255499
1049,664,113.35958016880551,113.35958016880558,114.81342593295774,144841,0.3217505543966423,6,0.116322038
1050,666,113.42850038702397,113.46393543634746,114.86813807613115,145690,0.3217505543966423,10,0.120733539
1051,668,113.47323065143286,113.56829070388935,114.92282417210033,146531,0.3217505543966423,10,0.121111728
1052,669,113.5238048616776,113.67264597143125,114.97748425803137,147088,0.3217505543966423,8,0.121322508
1053,669,113.56853512608649,113.77700123897314,115.03211837100197,147399,0.3217505543966423,8,0.122314318
1054,669,113.61326539049537,113.88135650651505,115.0867265480019,147713,0.3217505543966423,8,0.117311335
1055,669,113.65799565490425,113.98571177405694,115.14130882593321,148023,0.3217505543966423,8,0.121709915
1056,671,113.70272591931314,114.09006704159881,115.1958652416105,148885,0.3217505543966423,8,0.122423968
1057,673,113.77651623664457,114.19442230914072,115.25039583176122,149800,0.46364760900080615,9,0.123057146
1058,673,113.83614123977756,114.2290405919214,115.30490063302602,149440,0.3217505543966423,9,0.123151501
1059,673,113.88087150418644,114.26365887470209,115.35937968195896,149227,0.3217505543966423,9,0.120894732
1060,670,113.94536660643242,114.36416393809043,115.4138330150278,147711,0.32175055439664263,7,0.115740753
1061,669,114.01428682465087,114.46466900147877,115.46826066861439,146338,0.3217505543966423,10,0.12077726
1062,667,114.05901708905975,114.49928728425945,115.5226626790148,145530,0.3217505543966423,10,0.119925201
1063,668,114.12351219130572,114.53390556704014,115.57703908243973,145511,0.3217505543966423,8,0.118577062
1064,665,114.19243240952417,114.56852384982083,115.63138991501468,143870,0.3217505543966423,10,0.118537462
1065,668,114.23716267393306,114.60314213260152,115.68571521278035,144975,0.3217505543966423,10,0.118571266
1066,666,114.28851235694006,114.70364719598984,115.7400150116928,143256,0.3217505543966423,9,0.117817821
1067,661,114.3522319864238,114.80415225937818,115.79428934762386,139478,0.3217505543966423,8,0.116301925
1068,661,114.39696225083266,114.83877054215888,115.84853825636125,139994,0.3217505543966423,8,0.112331749
1069,661,114.44169251524157,114.87338882493957,115.90276177360897,140387,0.3217505543966423,8,0.116795561
1070,662,114.48642277965045,114.9125608594903,115.95695993498758,140963,0.3217505543966423,8,0.112195839
1071,663,114.53115304405934,114.95173289404103,116.01113277603436,141531,0.3217505543966423,8,0.117940043
1072,662,114.60494336139074,114.9714977318781,116.06528033220371,141401,0.46364760900080615,9,0.117702515
1073,661,114.66456836452376,114.99126256971519,116.11940263886734,141333,0.3217505543966423,9,0.117605017
1074,662,114.70929862893264,115.01102740755226,116.17349973131459,141915,0.3217505543966423,9,0.117734083
1075,663,114.78308894626404,115.03079224538935,116.22757164475266,142511,0.46364760900080615,10,0.118284848
1076,663,114.84271394939707,115.06996427994007,116.28161841430686,142834,0.3217505543966423,10,0.118642154
1077,663,114.88744421380595,115.1091363144908,116.33564007502098,143168,0.3217505543966423,10,0.118454003
1078,663,114.93801842405071,115.14830834904151,116.38963666185744,143474,0.3217505543966423,8,0.118224086
1079,663,114.98274868845957,115.18748038359224,116.44360820969757,143794,0.3217505543966423,8,0.118637615
1080,664,115.02747895286848,115.20724522142935,116.49755475334194,144392,0.3217505543966423,8,0.119137466
1081,665,115.07220921727736,115.22701005926643,116.55147632751061,145036,0.3217505543966423,8,0.119321147
1082,665,115.11693948168625,115.2467748971035,116.60537296684328,145348,0.3217505543966423,8,0.120452431
1083,666,115.19072979901765,115.2665397349406,116.65924470589968,146015,0.46364760900080615,9,0.12028139
1084,667,115.25035480215067,115.30571176949131,116.7130915791598,146635,0.3217505543966423,9,0.120747927
1085,668,115.29508506655955,115.34488380404204,116.7669136210241,147274,0.3217505543966423,9,0.122402248
1086,669,115.35958016880551,115.38961406845095,116.82071086581378,147857,0.32175055439664263,7,0.120390552
1087,670,115.42850038702397,115.43434433285985,116.87448334777108,148464,0.3217505543966423,10,0.121799103
1088,670,115.47323065143286,115.47907459726873,116.92823110105951,148774,0.3217505543966423,10,0.121138896
1089,671,115.5238048616776,115.52380486167765,116.98195415976406,149361,0.3217505543966423,8,0.121716341
1090,672,115.56853512608649,115.56853512608653,117.03565255789151,149668,0.3217505543966423,8,0.122416775
1091,673,115.61326539049537,115.61326539049541,117.08932632937068,150297,0.3217505543966423,8,0.121525536
1092,674,115.65799565490425,115.65799565490433,117.14297550805263,150902,0.3217505543966423,8,0.122469995
1093,675,115.70272591931314,115.70272591931324,117.19660012771094,151541,0.3217505543966423,8,0.118717234
1094,676,115.77651623664457,115.77651623664464,117.25020022204198,152137,0.46364760900080615,9,0.123150804
1095,677,115.83614123977756,115.85030655397604,117.30377582466514,152717,0.3217505543966423,9,0.124112513
1096,677,115.88087150418644,115.92409687130744,117.35732696912304,153040,0.3217505543966423,9,0.123847117
1097,677,115.94536660643243,115.99788718863886,117.41085368888182,153373,0.3217505543966423,8,0.124687444
1098,677,116.01428682465087,116.07167750597029,117.46435601733137,153680,0.3217505543966423,10,0.11978105
1099,677,116.05901708905975,116.14546782330169,117.51783398778558,153996,0.3217505543966423,10,0.123198505
1100,678,116.12351219130574,116.21925814063309,117.57128763348257,154593,0.3217505543966423,9,0.124325877
1101,679,116.19243240952417,116.2930484579645,117.62471698758492,155188,0.3217505543966423,10,0.124558098
1102,680,116.23716267393306,116.35267346109751,117.67812208317996,155082,0.3217505543966423,10,0.12335432
1103,681,116.28851235694006,116.41229846423052,117.73150295327996,154905,0.3217505543966423,9,0.123773226
1104,682,116.3522319864238,116.47192346736351,117.78485963082235,155447,0.3217505543966423,9,0.119376532
1105,685,116.39696225083266,116.53154847049652,117.83819214867006,156581,0.3217505543966423,9,0.125021702
1106,685,116.44169251524157,116.59117347362951,117.89150053961161,156894,0.3217505543966423,9,0.124274125
1107,688,116.48642277965045,116.65079847676252,117.94478483636148,158081,0.3217505543966423,9,0.125029524
1108,689,116.53115304405934,116.71042347989551,117.99804507156024,156876,0.3217505543966423,9,0.124340404
1109,690,116.60494336139074,116.77004848302852,118.05128127777488,155594,0.46364760900080615,10,0.117953664
1110,691,116.66456836452376,116.81477874743742,118.10449348749896,156201,0.3217505543966423,10,0.123054214
1111,692,116.70929862893264,116.8595090118463,118.15768173315284,156813,0.3217505543966423,10,0.123708275
1112,692,116.77379373117861,116.9042392762552,118.21084604708402,157138,0.32175055439664263,7,0.124336423
1113,692,116.84271394939707,116.94896954066408,118.26398646156724,157474,0.3217505543966423,11,0.124366944
1114,692,116.88744421380595,116.99369980507298,118.31710300880476,157785,0.3217505543966423,11,0.124681228
1115,692,116.93801842405071,117.03843006948186,118.37019572092663,158117,0.3217505543966423,9,0.124453127
1116,693,116.98274868845957,117.08316033389076,118.42326462999083,158729,0.3217505543966423,9,0.124351579
1117,694,117.02747895286848,117.12789059829964,118.47630976798355,159378,0.3217505543966423,9,0.125115429
1118,695,117.07220921727736,117.20168091563104,118.52933116681945,159965,0.3217505543966423,9,0.126827369
1119,696,117.11693948168625,117.27547123296245,118.58232885834177,160553,0.3217505543966423,9,0.126018192
1120,696,117.18065911116997,117.34926155029385,118.63530287432268,160870,0.32175055439664263,7,0.127044644
1121,696,117.22538937557886,117.42305186762528,118.68825324646342,161199,0.32175055439664263,7,0.127312135
1122,696,117.27011963998774,117.4968421849567,118.74118000639454,161517,0.32175055439664263,7,0.127624115
1123,696,117.31484990439662,117.5706325022881,118.79408318567617,161836,0.32175055439664263,7,0.129026449
1124,697,117.35958016880551,117.6444228196195,118.84696281579815,162433,0.32175055439664263,7,0.12867089
1125,698,117.43337048613694,117.71821313695091,118.89981892818034,163048,0.46364760900080615,8,0.130127002
1126,688,117.49299548926993,117.88373819754736,118.95265155417272,158071,0.3217505543966423,8,0.127222738
1127,700,117.53772575367881,118.04926325814378,119.00546072505576,157856,0.3217505543966423,8,0.129429152
1128,698,117.61151607101024,118.21478831874023,119.05824647204051,153721,0.46364760900080615,9,0.127117558
1129,688,117.65799565490425,118.38031337933668,119.1110088262689,149573,0.3217505543966423,9,0.119274565
1130,689,117.70272591931314,118.39657036263125,119.16374781881386,150167,0.3217505543966423,9,0.124368132
1131,690,117.7664455487969,118.4128273459258,119.21646348067965,150773,0.3217505543966423,8,0.124962478
1132,690,117.81117581320575,118.42908432922037,119.26915584280198,151120,0.3217505543966423,8,0.126290362
1133,690,117.85590607761466,118.44534131251494,119.32182493604823,151456,0.3217505543966423,8,0.121614934
1134,690,117.90063634202355,118.46159829580951,119.37447079121776,151802,0.3217505543966423,8,0.126917604
1135,690,117.94536660643243,118.47785527910405,119.42709343904197,152145,0.3217505543966423,8,0.126043754
1136,691,118.01915692376383,118.49411226239862,119.47969291018462,152754,0.46364760900080615,9,0.127427094
1137,692,118.07878192689685,118.51036924569318,119.532269235242,153393,0.3217505543966423,9,0.126411887
1138,693,118.12351219130574,118.53445535771804,119.58482244474312,153996,0.3217505543966423,9,0.127638013
1139,694,118.19730250863714,118.55854146974292,119.63735256914998,154605,0.46364760900080615,10,0.129081624
1140,690,118.25692751177016,118.67881137096836,119.6898596388577,152763,0.3217505543966423,10,0.128021788
1141,688,118.30165777617904,118.79908127219377,119.74234368419475,151048,0.3217505543966423,10,0.127104708
1142,690,118.3522319864238,118.81884611003085,119.79480473542321,151880,0.3217505543966423,9,0.127540027
1143,689,118.39696225083266,118.83861094786795,119.84724282273888,151822,0.3217505543966423,9,0.129318665
1144,689,118.44169251524157,118.86269705989281,119.89965797627153,152157,0.3217505543966423,9,0.128788013
1145,689,118.48642277965045,118.8867831719177,119.95205022608513,152497,0.3217505543966423,9,0.131383371
1146,689,118.53115304405934,118.91086928394259,120.00441960217803,152839,0.3217505543966423,9,0.1243733
1147,689,118.60494336139074,118.93495539596745,120.05676613448311,153157,0.46364760900080615,10,0.126910271
